listing_id,price,make,segment,model_year,vehicle_age,mileage,transmission,fuel_type,engine_size,province,service_history,previous_owners,accident_history,warranty_months,seller_type,colour
SA01093,107500,Toyota,Sedan,2016,10,130000,Automatic,Petrol,1.6,Eastern Cape,Full,3,No,0,Private,White
SA01196,194500,Toyota,SUV,2018,8,154000,Automatic,Diesel,2.4,North West,Full,2,No,0,Private,Black
SA01778,311000,Suzuki,SUV,2023,3,28000,Manual,Diesel,2.4,Limpopo,Full,2,No,42,Private,Grey
SA01219,148000,Ford,Hatchback,2023,3,51500,Automatic,Petrol,1.3,Gauteng,Partial,1,No,31,Dealership,Black
SA02251,117500,Isuzu,Hatchback,2019,7,148500,Manual,Petrol,1.3,Western Cape,Full,2,No,0,Dealership,White
SA02199,184000,Toyota,SUV,2018,8,99500,Manual,Petrol,2.3,Western Cape,Full,2,No,0,Dealership,White
SA00480,87500,Hyundai,Sedan,2017,9,206500,Automatic,Petrol,2,Mpumalanga,Full,3,No,0,Dealership,Grey
SA00275,98500,Mercedes-Benz,Luxury,2011,15,12000,Automatic,Petrol,2.6,Gauteng,None,3,Yes,0,Private,Grey
SA02407,155000,Volkswagen,Hatchback,2021,5,70000,Manual,Petrol,1.2,KwaZulu-Natal,Partial,2,No,1,Private,White
SA00928,55000,Kia,SUV,2014,12,350000,Manual,Diesel,2,Eastern Cape,Partial,3,No,0,Dealership,White
SA01686,124500,Volkswagen,Hatchback,2021,5,45000,Automatic,Petrol,1.2,Mpumalanga,Partial,3,No,8,Dealership,Black
SA01716,54500,Renault,Hatchback,2017,9,184500,Manual,Diesel,1.1,Gauteng,Partial,3,No,0,Dealership,White
SA01565,435000,BMW,Luxury,2017,9,48000,Automatic,Petrol,3.1,North West,Full,2,No,0,Private,Grey
SA01523,353000,Isuzu,Luxury,2022,4,106500,Manual,Petrol,2,KwaZulu-Natal,Full,2,No,16,Dealership,White
SA01895,56500,Ford,Hatchback,2016,10,191000,Automatic,Petrol,1.6,KwaZulu-Natal,Full,3,No,0,Dealership,Black
SA00621,386000,Isuzu,Luxury,2022,4,101500,Automatic,Petrol,3.3,Gauteng,Partial,2,No,20,Private,White
SA02361,155000,Volkswagen,Bakkie,2018,8,82500,Manual,Diesel,2.7,Western Cape,None,3,No,0,Private,Grey
SA00984,399000,Mercedes-Benz,Luxury,2020,6,129000,Automatic,Petrol,2.5,North West,Full,2,No,0,Private,White
SA00535,277000,Ford,SUV,2023,3,36500,Automatic,Petrol,2,Mpumalanga,Full,2,No,27,Private,Blue
SA01922,188000,Toyota,SUV,2019,7,266000,Automatic,Diesel,2.5,Gauteng,Partial,3,No,0,Dealership,White
SA01760,142500,Volkswagen,Hatchback,2023,3,51000,Manual,Petrol,1.5,KwaZulu-Natal,None,3,No,39,Dealership,Silver
SA00438,127000,Volkswagen,Hatchback,2021,5,39000,Automatic,Petrol,1.9,Free State,Full,2,No,16,Dealership,White
SA00211,419000,Mercedes-Benz,Luxury,2021,5,57000,Manual,Petrol,2.9,Gauteng,Partial,3,No,22,Private,Grey
SA00634,178000,Toyota,SUV,2020,6,119000,Automatic,Diesel,2.4,Gauteng,None,2,No,1,Dealership,Other
SA00807,476000,Audi,Luxury,2025,1,27000,Automatic,Petrol,2.7,Gauteng,None,1,No,56,Dealership,White
SA01902,258500,Isuzu,SUV,2021,5,106000,Automatic,Petrol,2.8,Limpopo,Partial,3,No,9,Private,Black
SA01358,26500,Hyundai,Hatchback,2010,16,350000,Manual,Diesel,1.6,Gauteng,Partial,4,No,0,Private,Silver
SA00164,372000,BMW,Sedan,2024,2,15000,Automatic,Petrol,2.1,Gauteng,Full,1,No,41,Dealership,Black
SA00138,318500,Toyota,Luxury,2022,4,59500,Automatic,Petrol,2.9,KwaZulu-Natal,None,3,No,22,Private,Blue
SA01446,283000,Toyota,SUV,2022,4,59500,Automatic,Petrol,2.5,Gauteng,Full,3,No,33,Private,White
SA02360,66500,Kia,Sedan,2013,13,101000,Manual,Diesel,1.9,Gauteng,Full,5,No,0,Private,Black
SA02238,131500,Volkswagen,Sedan,2020,6,157500,Manual,Petrol,1.5,Western Cape,Partial,2,No,0,Dealership,Grey
SA01431,41500,Ford,Hatchback,2013,13,45000,Automatic,Petrol,1.1,KwaZulu-Natal,Full,3,No,0,Private,Grey
SA01639,279500,Kia,Bakkie,2022,4,57000,Automatic,Petrol,2.6,Gauteng,Partial,3,Yes,27,Dealership,White
SA01244,195000,Mercedes-Benz,Luxury,2016,10,175000,Automatic,Diesel,2.5,KwaZulu-Natal,Partial,4,No,0,Dealership,Grey
SA00203,195000,Toyota,SUV,2019,7,127500,Automatic,Petrol,2.7,Western Cape,Partial,3,No,0,Dealership,Red
SA00372,166000,Isuzu,Hatchback,2022,4,72500,Manual,Petrol,1.4,Western Cape,Full,1,No,33,Dealership,Silver
SA02005,374500,Ford,Luxury,2022,4,13500,Manual,Petrol,2.6,Western Cape,Partial,2,No,30,Dealership,Blue
SA02375,164500,Suzuki,Hatchback,2023,3,25000,Manual,Petrol,1.4,Gauteng,Partial,2,No,35,Dealership,Red
SA00958,415000,Hyundai,Luxury,2023,3,59500,Automatic,Petrol,2.5,Gauteng,Partial,1,No,33,Private,White
SA01553,29000,Renault,Hatchback,2010,16,222500,Manual,Petrol,1.4,Limpopo,Partial,4,No,0,Dealership,Silver
SA01961,183000,Audi,Luxury,2016,10,278500,Manual,Petrol,2.7,Western Cape,Full,2,No,0,Dealership,Black
SA00783,248000,Ford,Luxury,2021,5,100000,Automatic,Petrol,2.1,Gauteng,Full,2,No,16,Dealership,Silver
SA01712,208500,Audi,Luxury,2017,9,151000,Manual,Petrol,2.5,Eastern Cape,Full,2,No,0,Private,Black
SA00369,49500,Volkswagen,Sedan,2014,12,59500,Manual,Petrol,1.2,Western Cape,Partial,3,No,0,Dealership,Grey
SA02122,206000,Renault,SUV,2020,6,42500,Automatic,Diesel,2,Gauteng,None,4,No,0,Private,Black
SA00931,236500,Volkswagen,Hatchback,2024,2,48500,Manual,Petrol,1.3,Western Cape,Full,2,No,60,Dealership,White
SA01669,205000,Mercedes-Benz,Luxury,2016,10,71500,Automatic,Petrol,2.9,Mpumalanga,Full,3,No,0,Private,Silver
SA00140,116000,Hyundai,Bakkie,2017,9,145500,Manual,Diesel,2.4,Free State,Full,3,No,0,Dealership,Other
SA01392,144500,Volkswagen,Sedan,2020,6,42500,Manual,Petrol,1.2,Western Cape,Full,2,No,4,Dealership,White
SA00939,178500,Toyota,Hatchback,2024,2,11000,Automatic,Petrol,1.9,Gauteng,Full,2,No,44,Private,White
SA01974,235500,Nissan,SUV,2019,7,19500,Automatic,Diesel,2.3,KwaZulu-Natal,Full,2,No,0,Private,White
SA01954,148000,Kia,Bakkie,2019,7,48500,Automatic,Petrol,2.8,Gauteng,None,3,No,0,Private,White
SA00989,89000,Toyota,SUV,2012,14,235000,Manual,Petrol,2.1,Eastern Cape,Full,3,No,0,Dealership,White
SA00555,236500,Toyota,Luxury,2019,7,96500,Manual,Petrol,2.3,Gauteng,Partial,3,No,0,Private,Grey
SA00106,176500,Ford,SUV,2019,7,81000,Automatic,Petrol,2.4,Gauteng,Full,4,No,0,Private,Silver
SA00297,123000,Toyota,SUV,2017,9,109000,Manual,Diesel,2,Gauteng,Partial,6,No,0,Private,White
SA02167,203500,Isuzu,Bakkie,2018,8,250500,Manual,Diesel,3,Western Cape,Partial,2,No,0,Dealership,White
SA00611,373000,Volkswagen,Luxury,2024,2,42000,Manual,Petrol,2.5,Gauteng,None,1,No,38,Dealership,Silver
SA00919,271500,Mercedes-Benz,Sedan,2022,4,62000,Automatic,Petrol,2,Gauteng,Full,3,No,26,Private,Silver
SA00160,174500,Toyota,SUV,2018,8,134000,Automatic,Petrol,2.4,Gauteng,Full,3,No,0,Dealership,Grey
SA01169,170500,Suzuki,Luxury,2018,8,68500,Automatic,Petrol,2,Mpumalanga,Full,5,No,0,Private,White
SA00103,53000,Mercedes-Benz,Hatchback,2012,14,166500,Manual,Petrol,2,North West,Full,4,No,0,Private,White
SA01464,157000,Volkswagen,SUV,2017,9,119000,Automatic,Diesel,1.9,KwaZulu-Natal,Full,5,No,0,Dealership,Red
SA02417,237000,Volkswagen,SUV,2021,5,131500,Automatic,Petrol,2.4,Gauteng,Partial,2,No,12,Dealership,Other
SA00933,150000,BMW,Luxury,2014,12,170500,Automatic,Petrol,2.7,Western Cape,None,5,No,0,Dealership,White
SA01130,404000,BMW,Luxury,2021,5,144500,Automatic,Petrol,2.7,Gauteng,Full,2,No,15,Private,White
SA01402,64500,Toyota,SUV,2008,18,123500,Automatic,Petrol,2.7,Limpopo,Partial,4,No,0,Dealership,White
SA01127,154500,Toyota,Hatchback,2022,4,97500,Automatic,Petrol,1.5,KwaZulu-Natal,Partial,2,No,32,Private,Black
SA00571,481000,Nissan,Luxury,2024,2,54000,Automatic,Petrol,3.1,Western Cape,Partial,1,No,50,Private,Grey
SA00043,441000,Suzuki,Bakkie,2025,1,8000,Automatic,Diesel,2.7,Gauteng,Full,1,No,60,Private,Black
SA01409,22000,Toyota,Hatchback,2006,20,300500,Automatic,Petrol,1.2,Gauteng,None,4,No,0,Private,Silver
SA01225,426000,Toyota,SUV,2025,1,7500,Automatic,Petrol,1.6,Gauteng,Full,2,No,59,Private,White
SA00735,52000,Hyundai,Hatchback,2015,11,155000,Manual,Diesel,0.9,Gauteng,Partial,4,No,0,Dealership,Blue
SA02135,44500,Volkswagen,Hatchback,2015,11,175000,Manual,Diesel,0.9,Western Cape,Full,3,No,0,Dealership,Blue
SA01191,209000,Kia,Hatchback,2024,2,37000,Automatic,Diesel,1.3,Gauteng,Partial,5,No,56,Dealership,Black
SA01814,456500,Nissan,SUV,2024,2,13000,Manual,Diesel,2.2,Western Cape,Full,2,No,36,Private,Black
SA01124,267000,Toyota,Hatchback,2024,2,2500,Automatic,Petrol,1.3,Gauteng,Full,2,No,48,Dealership,White
SA00800,157000,Kia,Sedan,2021,5,90000,Manual,Petrol,1.6,KwaZulu-Natal,Full,3,No,17,Dealership,Other
SA00306,92000,Isuzu,Sedan,2017,9,158000,Automatic,Petrol,2.2,Gauteng,Full,4,No,0,Dealership,Silver
SA00322,112000,Volkswagen,Bakkie,2011,15,162500,Manual,Diesel,3.2,Gauteng,Partial,3,No,0,Dealership,Silver
SA02058,123000,Volkswagen,SUV,2016,10,119500,Automatic,Diesel,2.1,Eastern Cape,Full,3,No,0,Dealership,White
SA01433,211500,Toyota,Bakkie,2018,8,187000,Manual,Diesel,2.5,Western Cape,Full,2,No,0,Private,White
SA00394,150000,Kia,Sedan,2021,5,111500,Automatic,Petrol,1.6,Western Cape,Full,2,No,8,Dealership,Blue
SA01602,136500,BMW,Sedan,2018,8,158000,Manual,Petrol,1.6,Limpopo,Partial,3,No,0,Dealership,Other
SA01754,222000,Ford,SUV,2021,5,39000,Automatic,Petrol,2.7,Gauteng,Full,2,No,0,Private,White
SA00584,53000,Toyota,Sedan,2012,14,232500,Manual,Petrol,1.5,Western Cape,Full,4,No,0,Dealership,White
SA01932,58500,Volkswagen,Hatchback,2018,8,320500,Manual,Petrol,1.3,Gauteng,None,3,No,0,Private,White
SA01245,91500,Toyota,SUV,2015,11,121500,Automatic,Petrol,2.3,Limpopo,Partial,3,No,0,Private,Silver
SA02319,351000,Nissan,Bakkie,2022,4,97500,Manual,Diesel,2.9,Western Cape,Full,3,No,23,Dealership,Silver
SA01916,238500,Nissan,SUV,2020,6,142500,Automatic,Diesel,2.3,KwaZulu-Natal,Full,4,No,0,Dealership,Silver
SA01739,232500,Toyota,Sedan,2024,2,43000,Manual,Petrol,1.4,Gauteng,Full,2,No,47,Dealership,Blue
SA02087,378500,Mercedes-Benz,Sedan,2023,3,58000,Manual,Petrol,1.7,Western Cape,Partial,2,No,37,Dealership,White
SA01371,140500,Toyota,Hatchback,2020,6,131000,Automatic,Petrol,1.6,Gauteng,Full,2,No,11,Dealership,Silver
SA02232,252000,Toyota,Sedan,2023,3,48000,Manual,Diesel,2,Eastern Cape,None,4,No,50,Dealership,White
SA01479,84500,Toyota,Hatchback,2019,7,80500,Manual,Petrol,1.7,Gauteng,Partial,4,No,0,Dealership,White
SA01493,118500,Hyundai,Sedan,2020,6,170500,Manual,Petrol,1,Limpopo,Partial,3,No,0,Dealership,Silver
SA00822,89000,Suzuki,Hatchback,2019,7,114500,Automatic,Petrol,1.3,Eastern Cape,Full,2,No,0,Dealership,White
SA00738,72000,Renault,Sedan,2016,10,186000,Automatic,Petrol,1.6,Limpopo,Partial,2,No,0,Dealership,Silver
SA00423,85500,Volkswagen,Hatchback,2018,8,135000,Manual,Diesel,1.6,KwaZulu-Natal,Full,2,No,0,Dealership,Black
SA00075,66000,Toyota,Bakkie,2010,16,340000,Manual,Petrol,2.6,Gauteng,Partial,3,No,0,Private,White
SA02235,173500,Hyundai,SUV,2016,10,113500,Automatic,Diesel,2.2,Western Cape,Full,3,No,0,Dealership,White
SA01714,149500,Toyota,SUV,2016,10,59500,Automatic,Diesel,2.3,KwaZulu-Natal,Partial,4,No,0,Dealership,White
SA00944,38000,Toyota,Sedan,2008,18,61500,Manual,Petrol,1.3,Gauteng,Full,4,No,0,Dealership,Blue
SA00472,161000,Volkswagen,SUV,2020,6,75500,Manual,Diesel,2.7,Limpopo,Full,3,No,0,Private,Silver
SA01604,167000,Ford,Sedan,2022,4,60500,Automatic,Petrol,1.6,KwaZulu-Natal,Full,3,No,18,Dealership,Blue
SA00596,22000,Nissan,Hatchback,2009,17,251000,Manual,Petrol,1.4,Eastern Cape,Full,4,No,0,Dealership,Black
SA01378,79500,Ford,Sedan,2014,12,146000,Automatic,Petrol,2,North West,Partial,3,Yes,0,Dealership,Silver
SA00983,169500,Toyota,SUV,2018,8,127000,Manual,Diesel,2.1,Mpumalanga,Full,2,No,0,Dealership,White
SA02179,216000,Toyota,Hatchback,2022,4,38000,Automatic,Diesel,1.3,Free State,Full,2,No,24,Private,White
SA02362,186500,Renault,Luxury,2021,5,23500,Automatic,Petrol,2.6,Eastern Cape,Full,2,No,7,Dealership,Silver
SA00122,274500,Hyundai,Luxury,2022,4,166000,Automatic,Petrol,2,Eastern Cape,Full,2,No,28,Dealership,Grey
SA01628,98000,Ford,Hatchback,2016,10,101500,Manual,Petrol,1.7,Western Cape,Full,3,No,0,Dealership,Silver
SA02085,153500,Ford,Sedan,2020,6,70500,Automatic,Petrol,2.4,Gauteng,None,3,No,3,Private,White
SA00447,96500,Renault,SUV,2014,12,126500,Automatic,Petrol,2.3,Western Cape,Partial,3,Yes,0,Private,Black
SA00137,108000,Toyota,Hatchback,2018,8,63500,Automatic,Petrol,1.1,Western Cape,Full,2,No,0,Private,White
SA01541,262500,BMW,Luxury,2017,9,200000,Automatic,Petrol,2.5,KwaZulu-Natal,Full,2,No,0,Dealership,Blue
SA02271,407000,Suzuki,SUV,2025,1,12500,Automatic,Diesel,2.1,Western Cape,Partial,2,No,60,Private,Blue
SA01591,52500,Mercedes-Benz,Luxury,2006,20,332000,Automatic,Petrol,2.9,Gauteng,Full,6,Yes,0,Dealership,Grey
SA01037,115500,Suzuki,Hatchback,2020,6,51000,Automatic,Diesel,1.7,KwaZulu-Natal,Partial,3,No,0,Private,White
SA00112,90500,Kia,Bakkie,2016,10,173500,Manual,Petrol,2.2,KwaZulu-Natal,Full,3,Yes,0,Private,Silver
SA00802,54500,Renault,Hatchback,2016,10,113500,Automatic,Petrol,1.8,KwaZulu-Natal,None,5,No,0,Private,Other
SA01665,56000,Toyota,Hatchback,2017,9,275000,Manual,Diesel,1.3,Gauteng,Full,3,No,0,Private,Blue
SA01296,26500,Nissan,Hatchback,2011,15,215000,Manual,Petrol,1.4,Gauteng,None,3,No,0,Private,Red
SA01538,286500,BMW,Hatchback,2025,1,22000,Manual,Petrol,1.5,Gauteng,Partial,1,No,54,Dealership,Black
SA00001,156500,Renault,SUV,2019,7,179500,Automatic,Diesel,2.2,Eastern Cape,Full,3,No,0,Private,Other
SA01973,171000,Kia,Hatchback,2025,1,49500,Manual,Diesel,1.2,KwaZulu-Natal,Partial,3,No,60,Private,Red
SA01557,381500,Isuzu,SUV,2025,1,15500,Automatic,Petrol,2,Gauteng,Full,1,No,60,Dealership,Silver
SA00255,246000,Mercedes-Benz,Luxury,2018,8,140500,Automatic,Petrol,2.6,KwaZulu-Natal,None,2,No,0,Dealership,Silver
SA00585,146000,Toyota,Hatchback,2024,2,24000,Manual,Petrol,1.1,Gauteng,Full,3,Yes,38,Private,Silver
SA00132,312500,Toyota,Sedan,2025,1,3000,Manual,Petrol,2.2,KwaZulu-Natal,Full,2,No,60,Dealership,Silver
SA02277,22000,Toyota,Hatchback,2006,20,224500,Automatic,Petrol,0.9,Gauteng,Full,4,Yes,0,Private,Blue
SA00877,30500,Kia,Sedan,2011,15,350000,Manual,Petrol,1.7,Limpopo,Full,4,No,0,Private,Grey
SA01143,340000,Audi,Sedan,2024,2,17000,Manual,Petrol,1.9,Limpopo,Partial,3,No,50,Private,White
SA01394,353000,Mercedes-Benz,Luxury,2019,7,60000,Manual,Petrol,3.1,Western Cape,Full,2,No,0,Private,Other
SA01608,125500,Toyota,SUV,2015,11,229500,Manual,Diesel,2.3,KwaZulu-Natal,Full,3,Yes,0,Dealership,Black
SA01769,125500,BMW,Luxury,2013,13,99500,Manual,Petrol,2.8,Free State,None,3,No,0,Private,Silver
SA01429,73500,Mercedes-Benz,Luxury,2010,16,121000,Automatic,Petrol,2.4,Gauteng,Full,4,No,0,Private,White
SA01864,261000,Isuzu,SUV,2020,6,85000,Automatic,Diesel,2.2,Gauteng,Full,2,No,3,Private,Grey
SA01286,137000,Hyundai,SUV,2019,7,149500,Automatic,Diesel,2,Gauteng,Full,2,No,0,Dealership,Black
SA01793,93000,Nissan,Hatchback,2019,7,92500,Manual,Diesel,1.3,Mpumalanga,Full,2,No,0,Private,Grey
SA01504,54500,Suzuki,Bakkie,2011,15,350000,Manual,Petrol,2.3,Western Cape,Partial,3,No,0,Dealership,Black
SA01408,501000,BMW,SUV,2024,2,30500,Automatic,Petrol,2.7,Gauteng,None,1,No,55,Private,White
SA00348,311500,Audi,Luxury,2020,6,147500,Automatic,Diesel,3.1,Western Cape,Full,2,No,0,Dealership,Black
SA02372,224000,Renault,SUV,2023,3,2500,Automatic,Petrol,2.1,Mpumalanga,Partial,1,No,42,Private,Black
SA02213,64000,Renault,Bakkie,2012,14,146500,Automatic,Diesel,2.8,KwaZulu-Natal,Full,3,No,0,Dealership,Red
SA01155,208000,Kia,Bakkie,2021,5,187500,Manual,Diesel,2.5,Gauteng,Partial,1,No,5,Dealership,White
SA00240,43000,Hyundai,Sedan,2013,13,313000,Manual,Petrol,1.2,Gauteng,Full,3,No,0,Private,White
SA00476,141500,Toyota,Bakkie,2016,10,273000,Automatic,Diesel,2.3,Gauteng,Full,3,Yes,0,Dealership,Silver
SA01746,166000,Volkswagen,SUV,2016,10,63000,Automatic,Petrol,2.4,Gauteng,Full,3,No,0,Private,Black
SA01314,166000,Kia,Bakkie,2016,10,135000,Automatic,Petrol,2.8,Gauteng,Full,2,Yes,0,Dealership,Black
SA00990,22000,Nissan,Hatchback,2008,18,176000,Automatic,Petrol,1.6,Gauteng,Full,5,No,0,Private,Grey
SA00378,48000,Renault,Hatchback,2013,13,91000,Manual,Petrol,1.2,KwaZulu-Natal,Full,4,No,0,Dealership,White
SA02055,98500,Toyota,Sedan,2017,9,226500,Automatic,Petrol,1.9,Free State,Full,5,No,0,Private,Black
SA01827,133000,Nissan,Sedan,2020,6,169500,Manual,Petrol,1.8,Gauteng,Partial,2,No,0,Dealership,Silver
SA01976,411000,Hyundai,Luxury,2025,1,42500,Automatic,Petrol,2.6,Limpopo,Full,2,No,53,Private,Silver
SA00353,43500,Toyota,Hatchback,2012,14,131000,Manual,Petrol,1.3,Gauteng,Partial,3,No,0,Dealership,Blue
SA00616,183500,Ford,Sedan,2023,3,46500,Manual,Petrol,1.5,Western Cape,Partial,2,No,23,Private,Silver
SA00003,43500,Suzuki,Luxury,2010,16,197000,Automatic,Petrol,2.7,Limpopo,Full,6,No,0,Private,White
SA01473,73000,Toyota,Bakkie,2011,15,265500,Manual,Diesel,2.8,Mpumalanga,Full,5,No,0,Private,Grey
SA01613,179000,Renault,SUV,2020,6,55000,Automatic,Petrol,2.2,Free State,Partial,3,No,3,Private,Other
SA02415,86500,Volkswagen,Hatchback,2017,9,144000,Manual,Diesel,1.5,Gauteng,Partial,2,No,0,Dealership,White
SA01176,284500,Hyundai,SUV,2022,4,68500,Automatic,Diesel,2,Western Cape,Full,2,Yes,20,Dealership,Other
SA00540,328000,Volkswagen,SUV,2022,4,42500,Automatic,Diesel,2.3,Western Cape,Full,2,No,15,Private,White
SA01082,136500,Audi,Luxury,2010,16,295500,Manual,Petrol,2.9,Gauteng,Full,4,No,0,Dealership,Silver
SA00727,331000,Nissan,Luxury,2020,6,2500,Automatic,Petrol,2.6,KwaZulu-Natal,Full,3,No,0,Dealership,White
SA00816,78500,Volkswagen,Luxury,2008,18,102500,Automatic,Petrol,2.7,Gauteng,Full,4,No,0,Dealership,White
SA00092,227000,Toyota,Hatchback,2024,2,2500,Manual,Petrol,1.6,Western Cape,Full,2,No,52,Dealership,Blue
SA00320,120500,Suzuki,Sedan,2018,8,100500,Automatic,Petrol,1.8,Western Cape,Partial,2,No,0,Private,Silver
SA02195,266500,Toyota,Luxury,2018,8,33000,Manual,Petrol,3,Gauteng,Partial,3,No,0,Dealership,Grey
SA01873,364500,Ford,Bakkie,2022,4,2500,Automatic,Diesel,2.6,Gauteng,Full,2,No,33,Dealership,Blue
SA01723,458000,BMW,Luxury,2021,5,37500,Manual,Petrol,2.9,Gauteng,Full,3,No,21,Private,Grey
SA02412,145500,Audi,Luxury,2011,15,121000,Automatic,Petrol,2.8,Limpopo,Full,4,No,0,Dealership,Blue
SA01831,261000,Toyota,Luxury,2018,8,97000,Automatic,Petrol,2.6,Gauteng,Full,2,No,0,Dealership,White
SA01896,198000,Ford,Hatchback,2025,1,54000,Automatic,Petrol,1.4,Gauteng,Full,1,No,55,Private,Other
SA01978,59000,Volkswagen,Hatchback,2015,11,222500,Manual,Petrol,0.9,Limpopo,Partial,3,Yes,0,Dealership,White
SA01564,74500,Isuzu,Bakkie,2011,15,350000,Manual,Diesel,2.5,Gauteng,Full,4,No,0,Dealership,White
SA00864,283000,Volkswagen,Luxury,2019,7,85000,Automatic,Petrol,3,Western Cape,Full,2,No,0,Dealership,White
SA02144,260000,Suzuki,Bakkie,2022,4,71000,Automatic,Diesel,1.9,Eastern Cape,Partial,2,No,25,Dealership,Red
SA02337,66500,Toyota,SUV,2011,15,114000,Automatic,Diesel,1.8,KwaZulu-Natal,Full,3,Yes,0,Dealership,Silver
SA00030,247000,Toyota,Sedan,2022,4,42000,Manual,Petrol,1.5,Western Cape,Full,2,No,33,Private,Black
SA00498,112000,Renault,Bakkie,2014,12,77500,Automatic,Hybrid,2.5,KwaZulu-Natal,None,3,No,0,Dealership,Red
SA02052,325500,Isuzu,Luxury,2019,7,41500,Automatic,Petrol,3.1,Western Cape,Full,2,No,0,Dealership,Silver
SA00836,188000,Toyota,Sedan,2019,7,124500,Manual,Petrol,2.1,Western Cape,Partial,2,No,0,Private,Other
SA01410,59500,Toyota,Bakkie,2010,16,350000,Automatic,Diesel,2,Western Cape,Partial,4,No,0,Dealership,Blue
SA00643,488500,Kia,Bakkie,2024,2,12500,Manual,Diesel,2.5,Western Cape,Full,2,No,47,Private,Silver
SA00839,105500,Nissan,SUV,2014,12,116500,Automatic,Petrol,2,Gauteng,Full,3,No,0,Dealership,Black
SA00886,28000,Renault,SUV,2008,18,213000,Automatic,Diesel,1.9,Gauteng,None,4,Yes,0,Private,Blue
SA01194,436000,Toyota,Luxury,2023,3,21500,Automatic,Petrol,2.2,Western Cape,Partial,1,No,33,Private,Red
SA01227,211000,Kia,Sedan,2023,3,35000,Manual,Petrol,2.1,Eastern Cape,Full,3,No,39,Dealership,Red
SA01650,106000,Toyota,SUV,2013,13,107000,Automatic,Diesel,3,Gauteng,Full,4,No,0,Dealership,Blue
SA00238,112000,Volkswagen,SUV,2017,9,308500,Automatic,Diesel,2.1,Eastern Cape,Full,3,No,0,Dealership,White
SA00838,158500,BMW,SUV,2019,7,194000,Manual,Diesel,2.5,KwaZulu-Natal,None,3,No,0,Dealership,White
SA00785,126500,Nissan,Bakkie,2015,11,350000,Automatic,Diesel,2.2,Western Cape,Partial,3,Yes,0,Private,Black
SA00695,413000,Toyota,Bakkie,2024,2,19500,Automatic,Petrol,2.8,Limpopo,Partial,1,No,48,Dealership,Red
SA01042,69000,Mercedes-Benz,Sedan,2011,15,275500,Manual,Petrol,2,Free State,Full,6,No,0,Private,Black
SA00014,271000,Toyota,Sedan,2024,2,60500,Manual,Petrol,2,Western Cape,Full,1,No,51,Dealership,Other
SA00016,139500,Audi,Luxury,2012,14,273500,Automatic,Petrol,3,Gauteng,Partial,4,No,0,Private,Black
SA01892,77500,Kia,Hatchback,2018,8,44500,Automatic,Petrol,1.2,KwaZulu-Natal,Full,4,No,0,Private,Black
SA01459,25500,Hyundai,Hatchback,2008,18,231000,Manual,Petrol,1.1,Gauteng,Partial,4,Yes,0,Dealership,Grey
SA00687,159500,Toyota,SUV,2017,9,174000,Automatic,Diesel,2.5,Northern Cape,Partial,3,No,0,Private,Black
SA00272,192500,BMW,Luxury,2017,9,155000,Automatic,Petrol,2.6,KwaZulu-Natal,Full,2,No,0,Private,Silver
SA02408,67500,Volkswagen,Bakkie,2010,16,311500,Manual,Diesel,2.1,Gauteng,Full,5,No,0,Dealership,Other
SA02311,294000,Suzuki,Luxury,2021,5,20000,Manual,Petrol,2.4,KwaZulu-Natal,Partial,2,No,11,Dealership,Blue
SA00362,129000,Volkswagen,SUV,2017,9,229500,Automatic,Diesel,2.4,Gauteng,Full,3,No,0,Dealership,White
SA01738,214000,Ford,Luxury,2017,9,24500,Automatic,Petrol,2.5,Mpumalanga,Full,2,No,0,Dealership,Blue
SA01018,155000,Nissan,Luxury,2015,11,190500,Automatic,Petrol,2.5,Gauteng,Full,3,No,0,Private,Grey
SA00766,46500,Hyundai,Hatchback,2014,12,268500,Manual,Diesel,1.5,Western Cape,Full,4,No,0,Private,Red
SA02206,50500,Renault,Hatchback,2012,14,37500,Manual,Petrol,1.3,Gauteng,Full,4,No,0,Private,Blue
SA01813,153500,Kia,SUV,2018,8,57500,Manual,Petrol,2.3,Western Cape,Partial,2,No,0,Dealership,White
SA00419,53000,Toyota,Bakkie,2008,18,350000,Automatic,Diesel,2.6,Eastern Cape,Full,4,No,0,Dealership,Other
SA01416,75000,Volkswagen,Sedan,2014,12,79000,Manual,Petrol,1.4,Gauteng,Full,3,No,0,Private,Silver
SA00707,34500,Suzuki,Sedan,2008,18,350000,Manual,Petrol,1.8,Western Cape,Full,4,No,0,Dealership,Black
SA02202,163000,BMW,Luxury,2014,12,350000,Automatic,Petrol,2.4,KwaZulu-Natal,Full,3,No,0,Private,White
SA00539,174500,Toyota,Luxury,2018,8,83000,Automatic,Petrol,2.3,North West,Full,2,No,0,Private,Silver
SA00882,158000,Toyota,Luxury,2015,11,4500,Automatic,Petrol,2.7,KwaZulu-Natal,Partial,3,No,0,Dealership,Silver
SA02138,323000,Volkswagen,Sedan,2024,2,52500,Automatic,Hybrid,1.9,Western Cape,Full,2,No,55,Dealership,Red
SA00406,238000,Renault,SUV,2022,4,81000,Automatic,Petrol,2.3,Western Cape,Full,3,No,16,Dealership,White
SA02097,87000,Volkswagen,Sedan,2015,11,169000,Automatic,Diesel,1.7,KwaZulu-Natal,Partial,4,Yes,0,Private,Grey
